Timestamp,Ativo,ROI (%),Confiabilidade (%),Erro (%),Média Preço,Desvio-padrão,Sharpe,Skewness,Kurtosis
17:30,ITUB4.SA,0.14,97.44,0.53,28.33,0.385,0.89,-0.017,2.96
17:40,ITUB4.SA,0.24,97.7,1.36,27.79,0.336,0.92,0.03,3.04
17:50,ITUB4.SA,0.18,97.39,1.35,27.82,0.273,1.17,-0.027,3.49
18:00,ITUB4.SA,0.47,98.14,1.23,28.33,0.24,1.07,0.041,3.2
09:00,BBDC4.SA,0.18,99.2,0.74,21.9,0.238,0.85,-0.067,2.67
09:10,BBDC4.SA,0.22,99.36,0.78,21.58,0.263,1.2,-0.061,2.94
09:20,BBDC4.SA,0.32,98.99,0.86,22.04,0.289,0.88,-0.079,2.89
09:30,BBDC4.SA,0.2,98.0,0.74,21.56,0.259,0.88,0.079,2.84
09:40,BBDC4.SA,0.32,99.39,1.16,21.5,0.132,0.88,0.009,2.88
09:50,BBDC4.SA,0.24,98.01,0.8,21.84,0.271,0.9,0.024,2.91
10:00,BBDC4.SA,0.2,98.15,1.05,21.9,0.286,0.81,0.053,2.72
10:10,BBDC4.SA,0.41,98.07,1.43,21.81,0.139,1.12,0.034,2.95
10:20,BBDC4.SA,0.39,97.56,0.7,21.85,0.289,1.04,-0.02,3.22
10:30,BBDC4.SA,0.21,97.01,0.78,21.47,0.288,0.86,0.061,2.92
10:40,BBDC4.SA,0.17,97.75,1.43,21.36,0.289,0.87,-0.047,2.97
10:50,BBDC4.SA,0.41,97.27,1.15,21.36,0.3,0.85,0.077,3.17
11:00,BBDC4.SA,0.22,98.52,0.75,22.03,0.131,0.88,0.059,2.85
11:10,BBDC4.SA,0.5,98.06,0.93,21.5,0.182,0.83,-0.003,3.18
11:20,BBDC4.SA,0.15,97.37,1.18,21.44,0.109,0.99,-0.057,3.14
11:30,BBDC4.SA,0.11,99.46,0.62,21.41,0.109,0.84,0.077,3.23
11:40,BBDC4.SA,0.24,98.43,1.02,21.42,0.109,1.2,-0.091,3.31
11:50,BBDC4.SA,0.47,97.47,0.68,22.1,0.175,0.84,0.034,2.87
12:00,BBDC4.SA,0.22,98.58,1.43,22.0,0.317,1.17,-0.027,2.91
12:10,BBDC4.SA,0.32,99.37,0.74,21.42,0.188,0.86,0.053,3.48
12:20,BBDC4.SA,0.19,97.48,1.26,21.64,0.265,0.81,0.033,3.24
12:30,BBDC4.SA,0.24,99.2,1.41,21.46,0.258,0.94,0.057,3.29
12:40,BBDC4.SA,0.46,97.03,1.48,21.7,0.308,0.94,0.068,2.97
12:50,BBDC4.SA,0.12,99.19,0.81,21.67,0.315,0.93,-0.093,2.92
13:00,BBDC4.SA,0.25,97.08,1.41,21.76,0.162,0.81,-0.014,2.93
13:10,BBDC4.SA,0.46,99.11,0.79,22.03,0.161,0.85,0.017,3.32
13:20,BBDC4.SA,0.48,97.66,0.7,21.68,0.24,0.98,-0.019,2.78
13:30,BBDC4.SA,0.18,98.3,1.27,21.48,0.261,1.19,-0.004,3.31
13:40,BBDC4.SA,0.3,99.33,1.23,21.73,0.168,1.05,-0.047,2.77
13:50,BBDC4.SA,0.23,98.06,1.03,21.95,0.182,0.9,-0.095,3.43
14:00,BBDC4.SA,0.23,99.33,1.08,21.56,0.25,0.84,-0.091,3.01
14:10,BBDC4.SA,0.38,97.21,0.61,21.3,0.194,0.96,0.031,2.5
14:20,BBDC4.SA,0.43,99.44,1.3,21.75,0.315,0.81,-0.072,3.04
14:30,BBDC4.SA,0.21,98.83,0.74,21.93,0.27,1.18,0.051,2.9
14:40,BBDC4.SA,0.39,97.3,1.25,21.71,0.179,0.9,-0.035,2.82
14:50,BBDC4.SA,0.18,97.88,1.4,21.3,0.167,0.82,-0.018,2.63
15:00,BBDC4.SA,0.11,98.04,1.29,21.5,0.32,1.14,-0.003,2.73
15:10,BBDC4.SA,0.41,99.45,1.41,21.96,0.307,0.9,0.077,2.77
15:20,BBDC4.SA,0.23,97.98,1.13,21.33,0.131,0.86,0.001,2.82
15:30,BBDC4.SA,0.25,97.63,1.37,21.71,0.192,1.11,0.054,3.39
15:40,BBDC4.SA,0.16,97.62,0.6,21.35,0.145,1.08,-0.016,2.66
15:50,BBDC4.SA,0.45,99.47,1.41,21.43,0.309,1.06,-0.092,3.33
16:00,BBDC4.SA,0.12,98.06,0.66,21.75,0.203,0.83,-0.032,2.69
16:10,BBDC4.SA,0.31,99.14,0.94,21.86,0.266,1.15,-0.072,2.89
16:20,BBDC4.SA,0.36,98.52,1.31,21.99,0.149,1.04,0.095,3.06
16:30,BBDC4.SA,0.39,98.75,0.54,21.3,0.136,1.01,0.021,2.51
16:40,BBDC4.SA,0.42,99.46,0.61,21.43,0.148,1.14,-0.045,3.21
16:50,BBDC4.SA,0.38,97.24,1.14,21.45,0.234,1.18,-0.009,2.56
17:00,BBDC4.SA,0.13,98.68,1.16,21.46,0.219,1.12,-0.017,2.93
17:10,BBDC4.SA,0.4,98.43,1.26,21.28,0.144,1.05,-0.068,3.42
17:20,BBDC4.SA,0.17,99.14,0.57,21.34,0.305,1.19,-0.023,2.84
17:30,BBDC4.SA,0.43,98.16,0.53,21.48,0.144,1.11,0.051,2.53
17:40,BBDC4.SA,0.42,99.1,1.03,21.27,0.209,0.82,0.059,3.19
17:50,BBDC4.SA,0.14,97.62,1.24,21.97,0.134,1.14,-0.074,2.67
18:00,BBDC4.SA,0.21,99.05,0.56,22.05,0.267,1.19,-0.003,3.33
09:00,ABEV3.SA,0.4,98.89,1.19,15.32,0.077,0.89,-0.054,2.55
09:10,ABEV3.SA,0.29,97.69,0.95,15.13,0.224,0.87,-0.014,3.1
09:20,ABEV3.SA,0.2,98.31,1.37,14.87,0.196,0.83,-0.028,2.96
09:30,ABEV3.SA,0.44,99.21,1.03,15.16,0.161,0.96,-0.091,2.71
09:40,ABEV3.SA,0.16,98.57,0.72,14.83,0.21,0.87,0.007,2.79
09:50,ABEV3.SA,0.33,98.67,1.18,14.9,0.181,1.09,-0.075,2.67
10:00,ABEV3.SA,0.26,99.31,0.87,15.06,0.177,1.19,0.035,2.94
10:10,ABEV3.SA,0.42,98.64,0.87,15.17,0.121,0.96,0.064,3.2
10:20,ABEV3.SA,0.14,97.4,0.77,14.92,0.138,1.1,-0.038,2.89
10:30,ABEV3.SA,0.14,97.71,0.56,15.22,0.215,1.03,-0.009,3.03
10:40,ABEV3.SA,0.42,98.58,0.83,14.98,0.209,1.04,-0.007,3.08
10:50,ABEV3.SA,0.42,98.06,1.16,15.36,0.147,0.97,-0.065,2.97
11:00,ABEV3.SA,0.44,99.07,1.02,14.95,0.171,0.9,-0.059,2.63
11:10,ABEV3.SA,0.36,98.32,0.55,14.98,0.192,1.0,0.047,3.49
11:20,ABEV3.SA,0.43,97.99,1.16,15.02,0.22,1.07,-0.08,2.52
11:30,ABEV3.SA,0.29,98.84,1.11,15.13,0.202,1.12,0.022,2.61
11:40,ABEV3.SA,0.49,97.15,0.82,15.29,0.205,1.11,0.059,2.58
11:50,ABEV3.SA,0.17,99.14,1.34,14.88,0.141,0.85,-0.095,3.27
12:00,ABEV3.SA,0.34,97.27,1.26,15.32,0.135,0.94,-0.057,2.83
12:10,ABEV3.SA,0.32,97.23,1.47,15.15,0.132,1.03,0.089,2.89
12:20,ABEV3.SA,0.19,97.04,1.41,15.31,0.154,1.05,0.057,2.96
12:30,ABEV3.SA,0.2,98.89,0.91,14.97,0.205,0.85,-0.047,2.99
12:40,ABEV3.SA,0.27,97.47,0.72,14.98,0.083,0.86,-0.001,3.23
12:50,ABEV3.SA,0.13,98.48,0.95,14.98,0.107,1.12,0.048,2.85
13:00,ABEV3.SA,0.14,97.93,1.24,15.0,0.193,0.84,-0.084,2.84
13:10,ABEV3.SA,0.47,98.2,1.06,14.95,0.149,0.99,-0.096,3.41
13:20,ABEV3.SA,0.25,97.63,1.28,15.03,0.179,1.12,0.063,2.69
13:30,ABEV3.SA,0.12,97.44,1.0,15.31,0.174,1.08,-0.075,2.93
13:40,ABEV3.SA,0.48,98.49,1.46,15.07,0.119,1.06,-0.025,3.41
13:50,ABEV3.SA,0.14,99.19,0.68,14.86,0.107,0.82,0.018,3.38
14:00,ABEV3.SA,0.38,98.51,0.54,15.19,0.09,1.08,0.058,3.08
14:10,ABEV3.SA,0.37,99.1,1.06,15.34,0.185,0.96,0.044,2.65
14:20,ABEV3.SA,0.14,97.17,0.63,15.26,0.13,0.95,-0.032,2.77
14:30,ABEV3.SA,0.47,97.32,1.11,15.27,0.186,0.82,-0.013,2.55
14:40,ABEV3.SA,0.19,97.57,0.66,15.27,0.116,0.95,-0.081,2.74
14:50,ABEV3.SA,0.45,98.79,1.24,15.07,0.159,0.86,0.009,2.82
15:00,ABEV3.SA,0.38,98.63,1.2,15.13,0.132,0.95,0.081,3.15
15:10,ABEV3.SA,0.34,98.18,1.05,15.27,0.183,1.14,-0.001,2.97
15:20,ABEV3.SA,0.22,99.05,0.58,15.4,0.144,1.01,0.085,3.07
15:30,ABEV3.SA,0.3,98.35,1.08,15.36,0.213,0.89,-0.027,3.28
15:40,ABEV3.SA,0.13,98.61,0.66,15.18,0.209,1.04,0.03,2.78
15:50,ABEV3.SA,0.22,98.23,0.65,15.33,0.179,1.12,0.07,3.21
16:00,ABEV3.SA,0.14,97.3,0.64,15.02,0.147,1.04,0.1,2.9
16:10,ABEV3.SA,0.14,98.19,0.95,14.93,0.167,1.01,0.005,2.74
16:20,ABEV3.SA,0.48,98.78,0.99,15.35,0.222,1.02,0.06,2.62
16:30,ABEV3.SA,0.12,97.7,1.24,14.8,0.168,1.13,0.021,3.26
16:40,ABEV3.SA,0.2,98.07,1.23,14.93,0.177,0.87,-0.039,3.3
16:50,ABEV3.SA,0.42,97.38,1.27,15.04,0.172,1.05,-0.094,3.12
17:00,ABEV3.SA,0.42,99.27,0.67,15.11,0.133,1.01,0.08,2.55
17:10,ABEV3.SA,0.36,98.65,1.33,15.21,0.164,0.88,-0.062,3.09
17:20,ABEV3.SA,0.24,98.4,1.2,15.12,0.153,0.87,0.019,2.54
17:30,ABEV3.SA,0.44,97.18,1.07,15.19,0.179,1.14,0.006,2.94
17:40,ABEV3.SA,0.24,99.33,0.83,14.9,0.077,1.03,0.021,2.72
17:50,ABEV3.SA,0.3,99.3,1.14,14.89,0.112,1.09,0.079,2.7
18:00,ABEV3.SA,0.18,97.92,0.93,14.83,0.15,1.2,0.024,3.31
09:00,MGLU3.SA,0.25,98.67,0.56,8.99,0.097,1.19,0.015,3.38
09:10,MGLU3.SA,0.31,97.83,0.83,8.87,0.124,1.07,0.017,2.53
09:20,MGLU3.SA,0.14,97.88,1.04,8.89,0.074,1.1,0.06,3.38
09:30,MGLU3.SA,0.38,97.24,1.46,9.02,0.065,1.06,-0.024,2.71
09:40,MGLU3.SA,0.36,99.12,0.76,9.03,0.123,1.19,-0.062,3.23
09:50,MGLU3.SA,0.3,97.63,0.51,8.96,0.128,0.85,0.042,3.43
10:00,MGLU3.SA,0.5,98.82,1.46,8.82,0.119,1.01,0.034,3.18
10:10,MGLU3.SA,0.4,98.03,0.66,8.73,0.098,1.09,0.083,2.76
10:20,MGLU3.SA,0.29,98.94,0.9,8.98,0.086,0.82,0.079,2.98
10:30,MGLU3.SA,0.38,97.91,0.59,8.77,0.067,0.89,0.094,2.72
10:40,MGLU3.SA,0.27,98.06,1.2,8.91,0.105,1.2,-0.012,2.74
10:50,MGLU3.SA,0.26,97.98,0.54,8.98,0.097,1.04,0.08,2.92
11:00,MGLU3.SA,0.48,98.4,1.19,8.72,0.122,1.11,0.094,2.67
11:10,MGLU3.SA,0.12,97.97,1.49,8.82,0.126,1.1,0.073,2.71
11:20,MGLU3.SA,0.39,97.57,0.74,8.83,0.048,1.04,-0.013,2.59
11:30,MGLU3.SA,0.46,97.18,1.27,8.81,0.115,1.18,0.047,2.8
11:40,MGLU3.SA,0.3,98.8,0.72,9.04,0.077,1.19,-0.026,2.9
11:50,MGLU3.SA,0.31,98.15,1.29,8.9,0.066,1.09,-0.042,3.42
12:00,MGLU3.SA,0.24,97.9,0.71,8.8,0.095,0.92,-0.074,3.11
12:10,MGLU3.SA,0.26,97.12,1.35,8.9,0.122,0.84,0.012,3.5
12:20,MGLU3.SA,0.12,97.25,1.27,8.9,0.108,0.91,-0.034,2.63
12:30,MGLU3.SA,0.41,97.94,0.81,8.88,0.092,1.07,0.005,3.13
12:40,MGLU3.SA,0.16,98.92,0.99,8.77,0.061,1.0,0.003,3.32
12:50,MGLU3.SA,0.4,98.92,1.24,8.87,0.078,0.88,-0.04,3.16
13:00,MGLU3.SA,0.44,99.36,0.65,8.72,0.068,1.01,0.088,3.29
13:10,MGLU3.SA,0.12,97.54,1.17,8.92,0.128,0.84,0.039,3.28
13:20,MGLU3.SA,0.22,98.1,1.45,8.73,0.083,1.13,-0.084,2.62
13:30,MGLU3.SA,0.15,97.7,1.03,8.9,0.102,1.07,-0.059,3.19
13:40,MGLU3.SA,0.38,97.88,0.59,9.01,0.069,0.82,-0.089,2.72
13:50,MGLU3.SA,0.43,97.13,1.08,8.78,0.126,1.11,-0.001,3.45
14:00,MGLU3.SA,0.29,97.34,1.23,8.81,0.133,1.01,-0.013,2.66
14:10,MGLU3.SA,0.44,97.6,1.48,8.9,0.074,1.18,0.075,2.7
